UtilizationOfUnsecuredLinesTotal,Age,CustomerLifeTime,NumberOfTime30_59DaysLateNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
0.316124192,61,28,0,0.14434614,8250,17,0,1,0,2
0.285070375,73,34,0,0.309617918,10625,16,0,1,0,0
0.004474173,57,12,0,0.008663779,3000,2,0,0,0,1
0.078688048,44,10,0,0.18044833,10750,8,0,1,0,1
0.070092991,86,31,0,0.09279536,20000,5,0,2,0,0
0.275581439,44,12,0,0.58269066,3500,12,0,1,0,0
0.02879952,70,24,0,0.372450204,4166,9,0,1,0,0
0.512408728,46,16,0,0.266848877,15000,15,0,2,1,3
0,57,20,0,0.261026513,24100,15,0,4,0,0
0.71314741,35,6,3,0.189962008,5000,5,0,0,1,0
0.003987122,58,16,0,0.408359164,10000,8,0,2,0,2
0.9999999,39,10,0,0.183358771,19000,3,0,2,0,4
0.9999999,32,4,1,0.188180404,2571,1,0,0,0,2
0.291573561,65,24,0,0.5801632,8700,24,0,2,0,0
0.046554146,68,26,0,0.323838081,2000,11,0,0,0,0
0,35,8,0,0.138358779,3143,3,0,0,0,3
0.011714634,72,33,0,0.204775281,3559,10,0,0,0,2
0.365068419,64,28,0,0.207916833,2500,10,0,0,0,0
0.9999999,42,13,0,34,0,0,2,0,0,0
0.545808967,49,11,0,0.455161419,5017,6,0,1,0,1
0.44703531,47,13,0,0.167811041,3640,2,0,0,0,2
0.9999999,26,2,1,0.086567866,4250,1,1,0,0,1
0.144019649,59,20,0,0.301057384,8416,12,0,2,0,0
0.802295129,65,25,0,0.178425656,3429,6,0,0,0,0
0.030296576,80,27,0,0.165297404,3042,10,0,0,0,0
0.931703531,48,13,5,0.709247431,3600,16,0,1,1,1
0.786623591,32,5,0,0.211004707,6160,12,0,0,0,1
0.9999999,57,19,0,0.785411458,9198,13,0,4,0,3
0.9999999,47,8,0,0,2083,0,0,0,0,1
0.9999999,49,13,0,0.02837825,10500,8,0,0,0,0
0.022081374,56,16,0,0.149826334,6333,6,0,1,0,0
0.000370169,50,19,1,0.359697845,4500,7,0,1,0,3
0.646496041,44,13,0,0.377668309,7916,10,0,2,0,0
0,63,21,1,0.04119588,10000,5,0,1,0,0
0.664934026,32,5,0,0.028047765,3600,6,0,0,0,0
0.475551762,48,14,0,0.406199225,8000,12,0,3,0,1
0.45760734,68,28,0,0.272119544,7628,7,0,0,0,0
0.086995857,61,16,0,0.467718269,2725,6,0,1,0,0
0.056280462,64,31,0,0.231617028,11885,28,0,1,0,0
0.229820703,43,13,0,0.462034707,15500,8,0,3,0,0
0.163194885,49,17,0,0.409457901,2600,8,0,1,0,2
0.695320821,57,19,0,0.381569474,8333,10,0,1,0,2
0.983788698,43,12,1,0.62170136,6100,8,0,1,0,2
0.954409118,36,6,1,0.30721687,5500,7,0,1,0,0
0.037109241,78,34,0,0.169740058,4500,9,0,1,0,0
0.129346791,66,26,1,0.232095988,8000,25,0,2,1,0
0.049542121,69,17,0,0.118418129,4500,5,0,0,0,1
0.026625354,45,17,0,0.524023574,10010,21,0,3,0,3
0.084261144,33,8,6,0.853046595,5300,16,0,3,0,2
0,71,24,0,0.162930136,7671,2,0,1,0,0
0.772237828,50,21,2,0.534759358,4300,17,0,1,0,2
0.309908821,31,5,0,0.02943529,6250,5,0,0,0,0
0.9999999,49,16,1,0.034833869,5597,0,1,0,0,2
0.091478093,43,9,0,626.5,1,3,0,1,0,0
0.398309205,49,16,0,0.923935726,9583,29,0,3,0,2
0.127209392,62,23,0,1.0627498,2501,5,0,2,0,1
0,63,23,0,0.236134298,5390,5,0,3,0,1
0.181663333,52,21,0,0.266244752,15958,13,0,1,0,0
0.443382265,61,25,0,0.39134055,1200,9,0,0,0,0
0.102375587,48,17,0,0.197212966,3300,11,0,0,0,0
0.754709681,69,31,0,0.812423376,2446,9,0,2,0,0
0,53,11,0,0.045052458,4860,5,0,0,0,2
0,26,2,0,0.178069353,3200,6,0,0,0,0
0.553891324,55,17,1,1.161561657,6300,11,0,4,0,1
0.779044191,27,2,0,0.203059388,3333,5,0,0,0,0
0.25053411,31,5,0,0.629677755,3847,10,0,2,0,0
0.089924823,31,6,0,1.466595404,1870,13,0,1,0,0
0.001425026,65,15,0,0.477507498,3000,5,0,1,0,0
0.349370014,47,17,0,0.542627048,3600,9,0,2,0,2
0,33,5,0,0.044962531,1200,2,0,0,0,0
0.9999999,93,35,0,0,2083,1,0,0,0,0
0.054195927,76,35,0,0.087042315,9121,12,0,2,0,1
0.385109587,55,14,0,0.344202218,10641,15,0,1,0,2
0.361160562,39,10,1,1.199615713,4683,15,1,1,0,0
0.486628343,54,14,0,0.0649259,4250,2,0,0,0,1
0.467977737,46,12,0,0.559772011,6666,9,0,3,0,2
0.9999999,22,0,0,0,820,1,0,0,0,0
0.045196987,66,28,0,0.774756987,6583,11,0,3,0,1
0.076865618,57,13,0,0.607554506,7200,7,0,2,0,0
0.005181583,31,4,0,0.040826529,6000,8,0,0,0,0
0.9999999,46,9,1,0.039988575,3500,4,0,1,0,1
0,56,20,0,0,7600,2,0,0,0,1
0.920435985,38,7,0,0.218147499,7416,3,0,0,0,1
0.9999999,65,28,3,0.378847055,6400,9,1,1,0,0
0.371604912,48,15,0,0.503635056,12516,10,0,3,0,0
0.007894359,64,26,0,0.000493766,8100,4,0,0,0,0
0.063800296,65,27,0,0.116961013,3000,6,0,0,0,0
0.080524197,53,12,3,0.11261068,25636,6,0,2,0,3
0.006580504,79,30,0,0.000666603,10500,14,0,0,0,0
0.380264409,87,29,0,0.583060556,2443,9,0,1,0,0
0.050710504,62,15,0,0.373441577,3448,8,0,1,0,0
0.206062443,55,23,0,0.351204351,9008,25,0,3,0,3
0.043301731,76,37,0,0.182596291,700,13,0,0,0,1
0.9999999,70,24,0,0,1500,2,0,0,0,0
0.028440635,87,30,0,0.351955307,3400,6,0,1,0,0
0.548296282,50,18,0,0.267881864,4333,6,0,1,0,0
0.070459065,62,20,0,0.251958007,6000,6,0,1,0,3
0.123838095,56,19,0,0.100795756,7916,10,0,0,0,2
0.044494974,39,10,0,0.242043671,7006,5,0,1,0,0
0.445320963,51,15,0,0.565814641,5750,15,0,2,0,3
0.363711227,31,7,0,1.256447512,2752,13,0,3,0,0
0.270332388,41,9,0,0.698840155,7500,12,0,3,0,2
0.917027161,34,6,0,0.311266709,4712,4,0,0,0,2
0.098156074,39,9,0,0.395939086,6500,7,0,2,0,1
0.17704342,49,16,0,1122.5,1,16,0,1,0,0
0.042730485,83,20,0,0.017585931,2501,4,0,0,0,1
0.279823952,72,25,0,2.823588206,2000,14,0,3,0,1
0.038594319,70,30,0,0.048445813,3570,4,0,0,0,0
0.182203626,46,12,0,618,1,8,0,2,0,0
0.054341082,35,7,0,0.234891172,9050,6,0,1,0,0
0.279069767,50,12,2,0.140815671,6227,12,0,0,0,4
0.034626396,59,15,0,0.101134397,5200,13,0,0,0,3
0.050337354,53,14,0,3877,0,11,0,3,0,0
0.763091216,66,19,3,0.506456241,2787,8,6,0,3,0
0.18685692,58,18,0,0.477690736,5871,19,0,1,0,2
0.192805869,46,17,0,0.33234037,7720,13,0,2,0,0
0.183633184,55,19,0,0.666770817,6400,14,0,1,0,0
0.098339088,80,29,0,0.213764728,5346,10,0,1,0,1
0.287885656,56,18,0,1.211845103,2633,5,0,2,0,0
0.041998923,60,13,0,0.005449321,10092,4,0,0,0,0
0.567314708,56,20,0,0.768497154,6500,11,0,2,0,1
0.361795728,62,24,0,0.633774453,3475,9,1,1,0,1
0.9999999,31,3,0,0.025658114,3000,0,2,0,0,1
0.073692631,63,24,0,0.00733089,3000,2,0,0,0,0
0.23568913,37,10,0,0.272745451,5000,18,0,0,0,1
0.051236283,50,19,0,0.015683814,4781,7,0,0,0,4
0.014542851,74,21,0,0.249375092,6800,12,0,1,0,1
0.249265138,58,19,0,0.045721141,7501,8,1,0,1,0
1.00979804,52,11,0,0.320161866,4200,5,0,0,0,0
0.283194058,53,13,0,0.689195621,2100,10,0,1,0,1
0.064821813,60,24,0,0.177773675,5416,9,0,1,0,0
0.983803239,45,12,1,0.251338808,2800,3,0,0,0,0
0.047129069,70,25,0,0.359991187,4538,7,0,2,0,0
0.67730631,48,16,0,0.324628677,10300,13,0,2,0,2
0.956810631,39,8,0,0.041191762,5000,3,1,0,0,0
0.617453958,70,26,0,0.208505533,7500,10,0,1,0,1
0.765048948,32,5,0,0.572172008,3650,8,0,2,0,0
0.019950125,48,16,1,0.300978179,5315,3,6,1,0,2
0.582033611,42,10,0,0.129055007,5671,13,0,0,0,1
0.103976894,25,2,0,1.171500631,792,4,0,0,0,0
1.053085143,44,9,3,0.343717112,4750,6,3,0,0,1
1.01687865,68,31,4,0.505613908,2760,12,3,0,2,0
0.9999999,31,4,0,0.242567745,3800,7,0,0,0,2
0.869011908,46,13,1,0.75658029,4900,17,0,1,0,0
0.425992655,72,29,1,0.334857143,12249,10,0,2,0,0
0.067584542,60,22,0,0.368750753,8300,18,0,3,0,0
0.157561796,39,8,0,0.562079622,5500,10,0,2,0,0
0.27924147,62,17,1,1.512359011,4166,11,0,3,0,0
0.551922404,69,25,0,0.349957495,3528,5,0,1,0,0
0.573088277,36,7,0,0.349453615,4300,6,0,1,0,2
0.94519385,32,7,0,0.373127942,4673,9,0,1,0,2
0.098489026,31,4,0,0.243606138,9383,6,0,1,0,0
0.092601899,37,9,1,0.69152431,6087,8,0,2,0,0
0.017731004,64,20,0,0.005319149,10339,14,0,0,0,0
0.091199325,84,32,0,0.006283161,7161,7,0,0,0,0
0.9999999,27,4,0,0.621126291,3000,5,0,1,0,0
0.228885557,68,24,0,0.285539963,4916,3,0,1,0,0
0.027394521,27,2,0,0.724698042,2400,3,0,1,0,0
0.256069757,36,8,0,0.188552458,25000,10,0,2,0,3
0.714610316,48,17,0,0.084052413,3128,9,1,0,0,4
0.051978047,31,5,0,0.352683639,6166,17,0,1,0,0
0.0085956,56,20,0,0.104553877,17808,12,0,1,0,0
0.962148265,65,17,0,0.477934091,5188,4,0,2,0,0
0.004585053,70,19,0,0.132579874,4600,11,0,0,0,0
0.641305891,41,14,4,0.363413137,9773,16,0,1,1,1
0.441111778,45,15,1,0.015426368,7000,6,0,0,0,1
0.03667614,53,17,0,0.477940257,8000,16,0,4,0,0
0.006161092,71,25,0,0.332222751,2100,6,0,1,0,0
0.905818836,51,17,0,0.174706323,4000,3,0,0,0,1
0.037236958,60,25,0,0.207934721,14215,18,0,1,0,1
0.064911142,59,22,0,0.347668004,7975,5,0,2,0,0
0.944684333,54,19,0,1.979510245,2000,9,0,2,0,0
0.045588756,76,36,0,0.008497876,4000,8,0,0,0,0
0.064243294,43,13,0,0.820556599,5856,8,0,1,0,2
0.233013687,53,14,2,0.375169791,3680,5,0,1,0,0
0.526755722,29,3,0,0.050146131,6500,5,0,0,0,2
0.191200978,46,15,0,0.050596104,3438,3,0,0,0,2
0.001874916,75,29,0,0.000280505,7129,11,0,0,0,0
0.635468914,68,27,0,0.700737847,4607,14,0,0,0,0
0.9999999,73,19,0,0.242093784,2750,3,0,0,1,0
0.642914583,63,28,2,0.260857599,18166,15,0,3,0,0
0.533590104,52,17,0,0.807800422,2845,10,0,3,0,3
0.209336015,56,15,0,0.36153966,6416,10,0,1,0,1
0.718937097,46,12,1,0.537013343,5470,18,0,3,0,0
0.048275232,68,31,0,0.432819029,6221,24,0,2,0,1
0.9999999,66,19,0,0.320512821,4991,7,0,1,0,0
0.148281863,86,30,0,0.42485755,2807,10,0,0,0,0
0.26034793,44,10,0,0.070635013,8550,3,0,1,0,0
0.092747761,30,5,0,0.515230312,2691,5,0,1,0,0
0.276672333,78,31,0,0.007636431,10737,2,0,0,0,0
0.048844451,38,10,6,0.438107309,7100,36,0,2,0,1
0.037280258,78,22,0,0.012153816,10037,6,0,0,0,0
0.042916607,41,8,0,0.768658507,4166,5,0,1,0,0
0.655381466,44,14,0,0.059271602,4200,2,0,0,0,1
0,65,17,0,0.55257792,3432,10,0,1,0,0
0.03058568,63,22,0,0.445595855,11000,9,0,2,0,1
0.9999999,79,19,0,0.136212625,300,1,0,0,0,0
0.179556079,51,13,0,0.901415094,4239,19,0,1,0,0
0,53,19,2,0.21962963,5399,10,0,0,0,1
0.0703213,54,23,0,0.432023925,12371,20,0,2,0,0
0.008517467,27,3,0,0.070771691,2500,3,0,0,0,0
0.018527401,49,17,0,0.590102474,4000,10,0,1,0,0
0.062367509,63,22,0,0.332723205,9833,8,0,2,0,0
0.193446193,65,29,0,0.249923804,3280,10,0,1,0,0
0.303339332,63,24,0,0.156437471,6500,3,0,1,0,0
0.961517437,40,8,0,0.503124219,4000,13,0,0,0,1
0.057294271,60,21,0,0.21543829,4585,8,0,2,0,0
0.102032591,54,15,0,0.372806043,4500,5,0,2,0,2
0.024257317,89,35,0,0.003088572,10036,7,0,0,0,0
0.040070307,36,7,0,0.128717821,4000,7,0,0,0,0
0.054962323,46,9,0,0.4955009,5000,7,0,1,0,0
0.046716666,86,42,0,0.019621225,5860,6,0,0,0,0
0.879428014,49,13,0,0.49910018,6667,8,0,1,0,1
0.055702918,44,11,0,0.001745201,4583,3,0,0,0,0
0.031997867,81,23,0,0.002159827,8333,5,0,0,0,0
0.017041953,80,25,0,0.04097951,2000,6,0,0,0,0
0.408737751,61,19,0,1.07088761,3300,17,0,2,0,0
0.656102622,26,2,1,0.813866334,1600,10,0,0,0,0
0.019517548,91,37,0,0.004124484,8000,4,0,0,0,0
0.952096702,59,17,0,0.041349116,6166,5,0,0,0,0
0.9999999,49,10,98,0,900,0,98,0,98,0
0.026351908,61,17,0,0.254404027,4370,8,0,1,0,0
0.072091497,74,32,0,0.204488778,400,4,0,0,0,0
0.465802736,29,4,0,0.468708507,11296,8,0,3,0,0
0.530941295,45,12,1,0.666309588,3733,24,1,1,0,1
0.119662704,35,8,0,0.038162706,4375,4,0,0,0,0
0.092426746,29,3,0,0.375749864,5500,8,0,1,0,0
0.078436935,36,5,1,0.259112685,4800,4,0,1,0,0
0.933560477,33,8,0,0.295901366,3000,17,0,0,0,2
0.134048167,50,11,1,0.217627856,2756,6,0,0,0,0
0.287163607,65,33,2,0.293520399,10833,25,0,1,0,0
0.003029142,61,23,0,0.000803374,4978,6,0,0,0,0
0.049904719,43,12,0,0.261736166,7625,10,0,2,0,2
0.414434992,42,9,0,0.161772445,9500,7,0,0,0,3
0.693597628,41,10,2,0.581234378,5200,6,0,2,0,2
0.520818453,61,19,0,0.847736038,7000,16,0,0,0,0
0.896010855,52,11,0,0.32033225,5537,5,0,1,0,2
0.053898203,60,15,0,0.074982958,4400,11,0,1,0,1
0.955869609,43,11,0,0.206411699,5333,6,0,0,0,1
0.098714317,68,29,0,0.185736035,8538,5,0,2,0,0
0.531148962,36,6,0,0.335961604,2916,3,0,0,0,2
0.009671814,69,24,0,0.186197724,6766,7,0,1,0,0
0.52683252,48,17,0,0.473074301,4400,11,0,2,1,2
0.313202846,55,20,0,0.308076822,3800,8,0,0,0,2
0.327713637,36,6,0,0.789536837,4166,10,0,1,0,0
0.9999999,50,14,0,0.315380344,1800,2,0,0,0,1
0.002777263,55,13,0,0.160245301,7500,3,0,1,0,2
0.401179941,40,7,0,0.393825772,8000,7,0,2,0,3
0.925558561,36,6,0,0.23344164,4000,5,0,0,0,1
0,64,28,0,0.424140394,9800,9,0,2,0,0
0.06086322,46,10,0,0.427514497,5000,8,0,2,0,2
0,55,19,0,0.186831782,13000,7,0,1,0,1
0.036081711,64,25,0,0.775656667,6966,19,0,4,0,0
0.866577121,52,11,0,0.402457757,9113,6,1,1,1,3
0.447414019,30,4,0,1.036551078,3200,19,0,1,0,0
0,37,10,0,2.682878081,1500,4,0,1,0,0
1.013632233,46,15,0,0.523478261,2874,10,0,2,0,1
0.498763137,40,10,0,0.396134823,10917,15,0,2,0,0
0.029711361,35,6,0,0.578671745,4200,9,0,1,0,2
0.201596806,29,5,0,0.19133574,1938,2,0,0,0,0
0.731866933,32,5,0,0.539043502,3700,6,0,1,0,0
0.533095041,47,12,0,0.236108937,12777,8,0,2,0,1
0.228925235,59,17,1,0.082941346,10416,5,0,0,0,1
0.110145373,35,7,0,0.148127446,3577,9,0,0,0,2
0.994635455,47,13,0,0.644533486,5240,7,0,1,1,2
0.03668669,47,14,0,0.445710858,5000,11,0,1,0,2
0.170514452,45,13,0,0.67638484,2400,6,0,2,0,0
0.40422912,35,9,0,0.143423248,14383,7,0,1,0,3
0.150614532,53,18,0,0.230928241,10158,7,0,2,0,0
0.098146331,41,12,0,0.805597201,2000,8,0,1,0,0
0.928724468,42,12,0,0.339417645,2300,6,0,1,0,2
0.9999999,34,4,0,0.392173763,5800,1,0,1,0,0
0.000270263,91,32,1,0.059142024,2400,5,0,0,0,0
0.060693498,61,24,0,0.356745683,3416,10,0,1,0,0
0.844154113,47,12,3,0.11894053,2000,10,0,0,2,2
0.467835576,36,8,1,0.677243034,7500,9,1,2,0,0
0.123457321,61,18,0,0.159228333,3472,12,0,0,0,1
0.418869497,51,14,0,0.527175444,3550,11,0,2,0,1
0.967415453,54,21,0,0.298567144,3000,10,1,0,0,0
0.190920625,55,22,0,0.472234368,4573,8,0,2,0,4
0.501990617,46,10,0,0.470940472,8516,8,0,2,0,1
0.021819881,68,24,0,0.167221852,1500,14,0,0,0,0
0.428201092,36,5,0,0.045984672,3000,2,0,0,0,0
0.504061992,41,8,2,0.241701107,7500,6,0,1,0,0
0.014162371,71,29,0,3.670554908,6000,17,0,7,0,0
0.9999999,27,3,0,0.059490085,6000,2,0,0,0,1
0.73089701,55,17,2,0.250583139,3000,4,3,0,1,0
0.066630535,48,11,0,0.512702836,6100,15,0,3,0,1
0.108581848,52,14,0,0.338926761,5720,6,0,2,0,3
0.548040332,52,18,0,0.185495367,5611,7,0,0,0,0
0.978794305,24,2,1,0.222222222,1700,4,0,0,0,0
0.756515198,38,9,0,0.927765779,4166,13,0,2,0,0
0.15258129,47,16,1,0.133613238,16195,12,0,0,0,3
0.9999999,35,6,0,0.131830009,3458,1,0,0,0,1
0.386559289,31,5,0,0.091946456,4556,3,0,0,0,0
0.347821956,48,16,2,0.571071469,8800,9,1,1,0,1
0.9999999,23,1,0,0.251249583,3000,4,0,0,0,1
0.257907437,39,10,0,0.35476642,5800,14,0,1,0,0
0.002232443,79,41,0,0.003553801,5064,19,0,0,0,0
0.163550038,49,13,0,0.33114485,4873,5,0,2,0,3
0.45351673,41,9,0,0.125812365,6000,3,0,0,0,1
0.209026255,45,12,0,0.222355529,5000,5,0,0,0,0
0.054791214,57,17,0,0.00939812,5000,3,0,0,0,0
0.015370989,69,20,0,0.212714914,2500,11,0,1,0,0
0.119747006,28,3,0,0.143285571,3000,10,0,0,0,0
0.011314936,76,21,0,0.203559288,5000,7,0,1,0,1
0.01167233,35,7,0,0.338475603,8750,8,0,3,0,2
0.654680523,46,10,0,0.220920063,5716,8,0,0,0,2
0.125057228,49,10,0,0.148183556,1045,4,0,0,0,3
0.838554522,59,18,4,0.387278886,5313,14,0,1,1,1
0.755297881,26,2,0,0.075385256,2400,3,0,0,0,0
0.9999999,26,3,0,0.214696326,4000,4,1,0,1,0
0.005213188,49,14,0,0.302755494,8600,14,0,2,0,2
0.021438927,73,26,0,0.669720891,7093,13,0,3,0,1
0.038327322,45,14,0,0.336363636,7589,9,0,1,0,0
0.076329699,77,34,1,0.389385181,1902,4,0,0,0,0
0.573051866,78,34,3,1.704876181,3916,17,0,2,0,0
0.027846418,44,14,0,0.400638602,11900,10,0,1,0,0
0.222133478,44,13,0,0.263473653,10000,4,0,2,0,2
0,52,16,0,37.63366337,100,9,0,2,0,2
0.04907721,39,9,0,0.230950914,9737,11,0,1,0,1
0.976543076,62,26,0,0.306122449,1322,4,0,0,0,0
0.621550276,47,13,3,0.746005735,2440,8,1,1,0,3
0.9999999,44,8,1,0.138579715,6378,3,1,0,3,2
0.9999999,30,4,0,0.06501548,1291,1,0,0,0,0
0.251479386,44,11,1,0.726366226,7721,17,0,4,0,2
0.9999999,57,15,98,0,617,0,98,0,98,0
0.351202597,44,15,0,0.550802733,18000,17,0,7,0,2
0.025113809,64,31,0,0.017884743,4528,18,0,0,0,0
0.064013535,56,16,0,0.143049414,5200,6,0,1,0,0
0.9999999,40,7,0,0.361863814,10000,3,0,2,0,3
0.58025679,40,8,1,0.567014942,8900,7,0,2,0,1
0.387589383,46,11,0,0.311936798,8100,8,0,1,0,2
0.519480519,38,9,0,0.267984624,1820,3,0,0,0,1
0.002741847,36,8,0,0.112197289,4500,4,0,0,0,0
0,61,23,1,0.114434524,6719,5,0,0,1,4
0.02729909,40,6,0,0.009596162,2500,2,0,0,0,0
0.387883106,56,25,0,0.312607488,7558,19,0,1,0,2
0.353353668,66,28,0,0.245468471,7833,13,0,2,0,1
0.10732142,32,7,0,0.776078963,5166,16,0,2,0,0
0.398694626,60,15,0,0.57302441,2416,12,0,1,0,2
0.299976374,48,18,0,0.383821545,12596,13,0,1,0,0
1.365020766,67,26,0,0.534130894,1420,8,0,0,0,0
0.9999999,50,11,0,0,3650,1,0,0,0,2
0.9999999,23,1,0,0.091194388,5416,2,0,0,0,0
0.121887866,40,10,0,0.266074856,4167,17,0,2,0,0
0.330174995,57,19,1,0.570600273,5863,12,0,2,0,1
0.024845316,75,38,0,0.488598782,5744,16,0,1,0,0
0.019065316,62,25,0,0.079130955,15050,15,0,2,0,0
0.063505738,43,11,0,0.763694522,2500,5,0,1,0,0
0.147812051,60,17,0,0.295647662,15416,20,0,2,0,2
0.268663853,52,17,0,0.290752069,8336,9,0,0,0,0
0.846740294,42,10,1,1.335612835,1900,18,0,1,0,1
0.001076882,74,24,0,0,3776,6,0,0,0,1
0.043091593,67,25,0,0.052065943,9583,20,0,1,0,0
0.137565579,32,4,0,0.302672241,5500,9,0,2,0,0
0.435582822,25,2,1,0.351351351,3033,5,0,0,0,0
0.103699782,83,31,0,0.012679834,4100,1,0,0,0,1
0.356771955,54,18,0,0.427557244,10000,6,0,2,0,2
0.670836438,46,15,0,0.153249817,17800,17,0,0,0,3
0.071769124,43,14,0,0.551395267,2830,16,0,0,0,1
0.418732195,43,9,1,0.458181186,5750,13,0,2,0,2
0.018798358,42,12,0,0.328934213,5000,5,0,1,0,0
0.23248283,53,20,0,0.387602066,6000,7,0,2,0,0
0.798588594,51,17,0,0.940529735,2000,5,0,1,0,2
0.762131639,38,8,0,0.150708068,7696,3,0,0,0,2
0.9999999,28,3,0,0.070433588,5096,3,0,0,0,0
0,63,25,0,0.346786989,10083,8,0,2,0,2
0.102508112,62,19,1,0.285842831,6667,7,0,1,0,0
0.567909095,43,12,0,0.111717117,11000,7,0,0,0,3
0.2484951,26,3,0,0.22406639,2650,7,0,0,0,0
0,40,10,0,0.205862134,16000,7,0,2,0,3
0.28830398,38,9,0,0.027818448,4780,4,0,0,0,0
0.395458358,65,18,0,0.66779661,2949,7,0,2,0,0
0.030266135,62,24,0,0.311158512,7500,10,0,1,0,0
0.021069924,47,15,0,0.442592901,6000,8,0,2,0,0
0.188671679,42,8,0,0.203628823,9644,10,0,2,0,3
0,74,32,0,0.097790221,10000,5,0,1,0,0
0.28492502,43,8,0,0.222584376,9510,4,3,1,1,1
0.008519659,44,9,0,0.009983361,600,3,0,0,0,0
0.947705716,39,8,2,0.045217078,5550,8,3,0,2,2
0.296086067,51,14,0,0.467827403,5283,8,0,1,0,1
0.251406191,38,9,0,0.252612449,2200,7,0,0,0,0
0.360318158,40,12,0,0.632546981,2500,11,0,1,0,0
0.040434916,53,13,0,1.66407355,1413,4,0,1,0,2
0.014392916,56,22,0,0.002999625,8000,6,0,0,0,1
0.024187595,54,22,0,0.201581028,4300,11,0,0,0,0
0.9999999,23,1,0,0.338884263,1200,1,0,0,0,0
0.034791221,52,13,0,0.036465138,8418,6,0,0,0,3
0.9999999,36,6,1,0.426414408,5496,7,1,1,1,3
0.538819186,53,15,1,0.373695198,9100,11,0,1,0,2
0.045119887,62,24,0,0.202657807,300,5,0,0,0,1
0.12142892,55,19,0,0.335818182,10999,15,0,3,0,2
0.236505223,53,21,0,0.353109694,10820,22,0,2,0,1
0.161017122,47,11,0,0.878754779,1830,10,0,1,0,2
0.978590544,53,13,4,0.587316702,5250,11,0,1,1,0
0.08776434,38,9,1,3302,0,9,0,2,0,2
0.522425811,42,8,0,0.435390828,6933,11,0,2,0,0
0.028699043,63,14,0,0.002127479,11750,5,0,0,0,0
0.892110789,47,13,1,0.077942417,8300,4,0,0,0,0
1.26910299,38,9,3,0.004229143,2600,1,1,0,0,0
0.415395788,57,15,0,0.102445778,2166,3,0,0,0,0
0.628373927,57,20,0,0.673993109,8416,27,0,1,0,1
0.029803272,30,5,0,0.352145797,1700,19,0,0,0,0
0.078531644,66,26,0,0.069771016,13013,20,0,0,0,0
0.069287142,23,1,0,0.108404385,820,2,0,0,0,0
0.01596214,33,5,0,0.064048689,6900,6,0,1,0,2
0.078548986,28,2,0,204,0,4,0,0,0,0
0,32,6,0,0,2800,2,0,0,0,2
0.50058126,41,10,0,0.030100334,2092,6,0,0,0,0
0.247875274,73,32,0,0.109414052,3600,14,0,0,1,0
0.179190137,60,24,0,0.597352025,5135,21,0,0,0,0
0.126317496,62,16,0,0.164712299,7333,7,0,1,0,0
0.921436713,39,8,0,0.849419831,3791,16,0,0,0,3
0,69,19,0,0.365189363,12409,6,0,2,0,0
0.077845238,47,13,1,0.239095113,8000,11,0,2,0,1
0.005032351,25,1,0,0.049218149,3900,4,0,0,0,0
0.044875,74,26,0,0.075731067,4000,4,0,0,0,0
0.028742036,45,13,1,0.228954209,5000,10,0,2,0,2
0,47,11,0,2012.5,1,6,0,1,1,2
0.930059061,44,9,0,0.428156749,6200,13,0,1,0,3
0.035170424,72,17,0,0.056801196,668,4,0,0,0,0
0.298918553,48,13,0,0.518594414,13175,23,0,2,0,2
0.039390876,66,20,0,0.444484113,2800,11,0,1,0,0
0,49,12,0,0.185234564,12000,13,0,2,0,3
5.88E-05,44,15,0,0.206095791,6200,9,0,0,0,1
0.189786429,41,12,1,0.3349642,8379,7,0,1,0,1
0.109720427,35,5,1,0.285348032,7800,8,0,3,0,1
0.076286413,43,8,0,1.091909578,3361,8,0,2,0,2
0.777838107,31,4,1,0.479304139,5000,8,0,0,0,1
0.139242498,49,16,0,0.064074874,4166,10,0,0,0,1
0.9999999,41,9,0,0.300539892,5000,4,1,1,0,3
0.560025141,70,32,0,0.463483146,3915,9,1,2,0,0
0.858378636,55,21,0,0.418100669,20164,26,0,2,0,2
0.306338732,46,12,0,0.41092467,2800,6,0,0,0,2
0.055324113,58,16,0,0.285069332,3100,6,0,0,0,0
0.045821204,52,20,0,0.435445889,9766,8,0,2,0,0
0.704289656,53,20,0,0.509833795,7219,14,3,0,0,0
0.036574649,62,21,0,0.21357566,9958,9,0,1,0,2
0.768524737,54,19,1,0.196910027,3300,8,0,0,1,0
0.247756281,49,11,0,0.357757796,5226,13,0,2,0,0
0.003965055,40,12,0,0.687152473,6833,12,0,2,0,0
0,43,12,0,0.223737177,7700,6,0,0,0,2
0.036530898,50,12,0,0.311179408,7808,12,0,1,0,1
0.9999999,61,13,1,0.176645338,4375,1,1,0,0,3
0.517227087,89,41,0,0.305898034,3000,4,0,0,0,0
0.251830051,26,2,0,0.019796041,5000,2,0,0,0,1
0,36,7,0,0.238859673,3612,4,0,0,0,2
0.9999999,26,2,0,0.054064062,5400,2,0,0,0,2
0.062516303,69,25,0,0.096780644,5000,2,0,1,0,0
0,50,13,5,1502,0,8,0,1,0,3
0.218385784,68,26,0,0.179557107,9166,5,0,1,0,0
