Cust_No,Gender,Title,City,County,Country,Occupation,Manufacture,OS,Tarriff,Tarriff_Type,Payment_Method,Contract_Length,AVG_of_Bill_Amount,AVG_of_OOB_Total_Charge,AVG_of_OOB_Amount_to_Total_Amoun,AVG_of_Voice_Usage,AVG_of_SMS_Usage,AVG_of_Data_Usage,Age,Churn_Fl
1004571,male,Mr.,Portadown,County Armagh,Northern Ireland,Production machinist,Samsung,Proprietary,Red Essentials,Post-Pay,DD,24,59.789,9.789886404,0.162450676,315.774,483.876,4654.49,30,0
1004572,female,Ms.,Newbury,Berkshire,England,Bleaching and dyeing machine operator,Motorola,Android OS,Red Essentials,Post-Pay,CC,24,50.51,0.50926542,0.00953088,327.717,431.222,2515.763,22,0
1004573,male,Mr.,Banbridge,County Down,Northern Ireland,Social work planner,Samsung,Android OS,Red Essentials,Post-Pay,CC,24,58.105,8.106378639,0.138751676,311.938,485.816,4851.999,39,0
1004574,male,Mr.,Inverkeithing,Fife,Scotland,Bench technician,LG,Proprietary,Red Premium,Post-Pay,DD,18,47.173,2.173624337,0.04576002,158.789,241.022,1313.834,19,0
1004575,male,Mr.,Kelloholm,Dumfries and Galloway,Scotland,Industrial economist,Samsung,Android OS,Red,Post-Pay,DD,24,36.575,1.574523434,0.043045111,84.2628,126.572,797.4072,45,1
1004577,male,Mr.,Brechin,Angus,Scotland,Dean,Apple,iOS,Red Essentials Premium,Post-Pay,DD,18,82.575,17.57542959,0.210446938,477.046,745.588,8071.147,66,0
1004580,female,Ms.,Carlisle,Cumbria,England,Dressmaker,Samsung,Proprietary,Red Essentials,Post-Pay,CC,24,52.506,2.506103593,0.04409767,359.274,378.239,2916.178,42,1
1004581,male,Mr.,Dysart,Fife,Scotland,Certified nursing assistant,Apple,iOS,Red Premium,Post-Pay,CC,18,48.053,3.054549711,0.063432673,164.244,239.845,1647.875,25,0
1004582,male,Mr.,Arlesey,Bedfordshire,England,Extruding and drawing machine setters,Nokia,Symbian OS ,Red Essentials,Post-Pay,DD,24,61.816,11.81639314,0.18924086,338.802,587.554,4103.619,25,1
1004583,male,Mr.,Dufftown,Moray,Scotland,Staff development director,Apple,iOS,Red Essentials Premium,Post-Pay,CC,18,92.585,27.58505147,0.294865535,514.938,732.441,8008.455,33,1
1004584,female,Ms.,Kelty,Fife,Scotland,Administrative supervisor,Nokia,Microsoft,Red Essentials,Post-Pay,CC,24,50.673,0.673692997,0.012824405,321.295,430.942,2477.69,52,0
1004585,male,Mr.,Kelloholm,Dumfries and Galloway,Scotland,Rigger,HTC,Android OS,Red Essentials Premium,Post-Pay,DD,18,73.535,8.534702366,0.114849146,480.198,720.561,6930.815,56,0
1004586,male,Mr.,Fowey,Cornwall,England,Electronics engineer,HTC,Android OS,Red Essentials Premium,Post-Pay,DD,18,75.846,10.8459717,0.141377036,466.489,727.423,6712.764,49,0
1004587,male,Mr.,Chatteris,Cambridgeshire,England,Court reporter,Samsung,Android OS,Red Premium,Post-Pay,DD,18,47.969,2.970247524,0.06169472,158.049,241.503,1596.503,53,0
1004588,male,Mr.,Newburgh,Fife,Scotland,Central office installer,Samsung,Proprietary,Red Essentials,Post-Pay,DD,24,54.093,4.091871893,0.071790148,255.211,337.352,3422.744,35,0
1004590,male,Mr.,Marazion,Cornwall,England,Reactor operator,Nokia,Symbian OS ,Red,Post-Pay,DD,24,36.927,1.928424072,0.051893496,89.7151,149.235,739.8505,33,1
1004591,female,Ms.,Fort William,Highlands,Scotland,Biophysicist,HTC,Android OS,Red Premium,Post-Pay,DD,18,46.648,1.647940016,0.034964122,222.551,242.612,1161.118,24,0
1004592,male,Mr.,Newcastle,County Down,Northern Ireland,Sales manager,Apple,iOS,Red Essentials Premium,Post-Pay,DD,18,74.649,9.64992897,0.12146355,373.349,604.989,5803.06,74,0
1004593,male,Mr.,Kilkeel,County Down,Northern Ireland,Inside wire installer,Nokia,Proprietary,Red Super,Post-Pay,DD,24,87.643,12.64311669,0.142628014,634.544,1144.12,8203.459,39,0
1004594,female,Ms.,Laurencekirk,Aberdeenshire,Scotland,Cleaner,Samsung,Android OS,Red,Post-Pay,DD,24,35.995,0.99485121,0.027523115,110.272,119.703,667.1403,40,0
1004595,male,Mr.,Pittenweem,Fife,Scotland,Cook,Nokia,Symbian OS ,Red Essentials,Post-Pay,DD,24,56.002,6.001727696,0.106219208,318.78,587.471,3946.004,19,0
1004596,male,Mr.,Airth,Falkirk,Scotland,Travel guide,Nokia,Microsoft,Red Premium,Post-Pay,DD,18,45.843,0.842773307,0.018084165,111.338,203.857,1033.048,21,0
1004597,female,Ms.,Portadown,County Armagh,Northern Ireland,Publication assistant,ZTE,Android OS,Red Super  Premium,Post-Pay,DD,18,108.09,8.086148128,0.072981005,1107.82,1195.44,7874.211,35,0
1004599,female,Mrs.,Haddington,Lothian,Scotland,Power distributor,Samsung,Proprietary,Red,Post-Pay,CC,24,36.359,1.358654343,0.03723077,110.305,120.912,699.6111,37,0
1004601,male,Mr.,Duniplace,Falkirk,Scotland,Aircraft electronics technician,Nokia,Proprietary,Red Essentials Premium,Post-Pay,CC,18,83.589,18.59168346,0.21958045,500.945,882.536,6570.946,25,1
1004602,female,Mrs.,Banff and Macduff,Aberdeenshire,Scotland,Pediatric nurse,Samsung,Proprietary,Red,Post-Pay,DD,24,36.172,1.171792374,0.032331019,108.325,121.614,704.93,33,0
1004603,male,Mr.,Carlisle,Cumbria,England,Hostler,Apple,iOS,Red Essentials,Post-Pay,DD,24,59.616,9.615425527,0.160395389,324.172,488.072,4883.432,17,0
1004604,male,Mr.,Harrington,Cumbria,England,Funeral director,Apple,iOS,Red Premium,Post-Pay,CC,18,47.093,2.092867616,0.043397623,116.236,174.601,1085.069,21,0
1004606,male,Mr.,Coalisland,County Tyrone,Northern Ireland,Furnace kiln oven drier and kettle tender,Nokia,Symbian OS ,Red,Post-Pay,DD,24,36.17,1.169295259,0.032278634,79.6278,144.928,730.5918,39,0
1004607,female,Mrs.,Poynton with Worth,Cheshire,England,Airport service agent,Motorola,Android OS,Red,Post-Pay,DD,24,35.805,0.804492254,0.022328863,109.969,140.799,560.1294,20,0
1004608,male,Mr.,Marazion,Cornwall,England,Health engineer,Google,Android OS,Red Essentials Premium,Post-Pay,DD,18,69.605,4.605801361,0.061605828,356.739,520.513,4590.517,53,0
1004609,male,Mr.,Pitcoudie,Fife,Scotland,CPA,Apple,iOS,Red Premium,Post-Pay,DD,18,47.701,2.701784687,0.056542659,163.843,247.767,1559.9,74,0
1004610,male,Dr.,Menstrie,Clackmannanshire,Scotland,Account collector,Samsung,Android OS,Red Essentials Premium,Post-Pay,DD,18,82.735,17.73476451,0.212916964,482.972,732.58,7943.561,19,0
1004611,female,Ms.,Portlethen,Aberdeenshire,Scotland,Measurer,Nokia,Symbian OS ,Red Premium,Post-Pay,DD,18,46.418,1.417681453,0.030346441,219.184,294.786,1094.383,21,0
1004612,male,Mr.,Brora,Highlands,Scotland,Sports book runner,Apple,iOS,Red Premium,Post-Pay,DD,18,46.628,1.628167417,0.033732378,119.535,166.669,1150.822,54,0
1004613,female,Mrs.,Dollar,Clackmannanshire,Scotland,Career-technology teacher,Motorola,Android OS,Red Premium,Post-Pay,CC,18,49.213,4.211911003,0.084831324,241.33,281.552,1113.103,33,1
1004614,male,Mr.,Thornhill,Dumfries and Galloway,Scotland,Cooling and freezing equipment tender,Apple,iOS,Red Premium,Post-Pay,DD,18,50.64,5.644412797,0.111461548,183.69,233.212,1838.829,22,1
1004615,female,Ms.,Winslow,Buckinghamshire,England,Photojournalist,Nokia,Microsoft,Red Essentials Premium,Post-Pay,DD,18,71.383,6.383230166,0.087084759,668.154,873.264,5805.21,40,0
1004616,male,Mr.,Princes Risborough,Buckinghamshire,England,Market research manager,HTC,Android OS,Red Essentials Premium,Post-Pay,DD,18,67.477,2.476563732,0.033044228,368.617,586.001,5485.227,23,0
1004617,male,Dr.,Banff and Macduff,Aberdeenshire,Scotland,Lyricist,Samsung,Proprietary,Red,Post-Pay,DD,24,36.74,1.739944554,0.047240394,78.4557,118.624,816.5194,28,0
1004618,female,Mrs.,Kilkeel,County Down,Northern Ireland,Concierge,Google,Android OS,Red Essentials Premium,Post-Pay,DD,18,70.983,5.981652756,0.081204771,659.338,723.12,5680.313,33,0
1004619,male,Mr.,Greenisland,County Antrim,Northern Ireland,Cook,Apple,iOS,Red Essentials Premium,Post-Pay,DD,18,80.722,15.72335035,0.193118103,471.362,725.103,8006.326,44,0
1004620,female,Ms.,St Just,Cornwall,England,Dressmaker,Samsung,Android OS,Red,Post-Pay,DD,24,35.223,0.224048201,0.006309562,74.9286,86.7516,503.4254,36,0
1004621,female,Mrs.,Portadown,County Armagh,Northern Ireland,Cooperative manager,HTC,Android OS,Red,Post-Pay,DD,24,35.643,0.641505211,0.01784856,108.802,120.419,579.4109,47,0
1004622,male,Mr.,Kilkeel,County Down,Northern Ireland,ASE teacher,Apple,iOS,Red Premium,Post-Pay,DD,18,48.023,3.022392665,0.0628572,159.168,244.951,1566.117,23,0
1004623,female,Mrs.,Coalisland,County Tyrone,Northern Ireland,School bus driver,Nokia,Proprietary,Red Essentials,Post-Pay,DD,24,54.053,4.050927871,0.073276866,427.277,558.228,3151.892,16,0
1004624,male,Mr.,Tranent,East Lothian,Scotland,Locomotive engineer,Samsung,Proprietary,Red,Post-Pay,CC,24,35.64,0.63894988,0.017652584,59.1511,90.0537,619.2267,66,0
1004625,female,Ms.,Macclesfield,Cheshire,England,Perioperative nurse,Motorola,Android OS,Red Essentials,Post-Pay,DD,24,54.903,4.904658891,0.0884697,441.032,582.861,3342.594,62,0
1004626,male,Mr.,Auchtermuchty,Fife,Scotland,Technical education teacher,Motorola,Proprietary,Red Essentials Premium,Post-Pay,DD,18,75.705,10.70491636,0.138928376,458.086,861.159,6973.466,32,0
1004627,female,Ms.,Olney,Buckinghamshire,England,Construction manager,Samsung,Android OS,Red,Post-Pay,DD,24,36.175,1.175456079,0.032315817,107.706,121.289,647.3547,61,0
1004630,male,Mr.,Holywood,County Down,England,Radiologist,HTC,Android OS,Red Premium,Post-Pay,DD,18,48.909,3.907999067,0.079267006,172.88,246.701,1427.981,25,1
1004631,female,Ms.,Stotfold,Bedfordshire,Northern Ireland,Emergency management specialist,Samsung,Proprietary,Red Essentials,Post-Pay,CC,24,57.765,7.76395437,0.133246787,440.641,495.169,4023.282,19,0
1004632,female,Mrs.,Glenrothes,Fife,England,Occupational therapist,Motorola,Android OS,Red Essentials Premium,Post-Pay,DD,18,68.824,3.823166978,0.053460842,426.442,611.991,3848.422,23,1
1004633,female,Ms.,March,Cambridgeshire,England,Administrative services director,Samsung,Android OS,Red,Post-Pay,DD,24,36.236,1.235038246,0.033952977,109.289,118.842,688.1151,59,0
1004634,male,Dr.,Portadown,County Armagh,Northern Ireland,Otorhinolaryngology nurse,Motorola,Proprietary,Red Essentials Premium,Post-Pay,DD,18,83.255,18.25696981,0.211388036,533.712,887.964,6872.419,51,1
1004635,female,Ms.,Newbury,Berkshire,England,Park naturalist,Nokia,Microsoft,Red Essentials,Post-Pay,CC,24,55.42,5.418873667,0.096178054,441.2,587.135,3416.94,58,0
1004639,male,Mr.,Oldmeldrum,Aberdeenshire,Scotland,Dot etcher,LG,Proprietary,Red Essentials Premium,Post-Pay,CC,18,82.323,17.32402628,0.207540135,520.648,733.706,7075.018,59,1
1004640,female,Mrs.,Falkland,Fife,Scotland,Bartender,Nokia,MeeGo OS,Red Essentials Premium,Post-Pay,DD,18,66.665,1.665439422,0.023949145,537.009,653.277,3664.534,52,0
1004641,female,Mrs.,Benarty,Fife,Scotland,Packaging and filling machine operator,Apple,iOS,Red,Post-Pay,CC,24,37.548,2.547227352,0.067256874,114.866,127.348,665.1466,28,1
1004642,female,Mrs.,Thornhill,Dumfries and Galloway,Scotland,Audio control engineer,Nokia,MeeGo OS,Red,Post-Pay,DD,24,35.923,0.923064647,0.025568448,107.207,149.294,566.2713,28,0
1004643,male,Mr.,Lockerbie,Dumfries and Galloway,Scotland,Wait staff,LG,Proprietary,Red Essentials,Post-Pay,CC,24,56.508,6.505564755,0.114090134,319.705,486.977,4074.467,74,0
1004644,female,Mrs.,Kinghorn,Fife,Scotland,Drug Enforcement Administration (DEA) agent,Motorola,Android OS,Red Essentials Premium,Post-Pay,DD,18,66.586,1.586418141,0.022862844,532.038,617.632,3511.672,34,0
1004645,male,Mr.,Dysart,Fife,Scotland,Multiple machine tool operator,Nokia,Proprietary,Red,Post-Pay,DD,24,36.118,1.116962748,0.03082049,81.6703,150.47,698.5723,44,0
1004646,male,Mr.,Nantwich,Cheshire,England,Textile knitting and weaving machine setter,Nokia,Symbian OS ,Red Essentials,Post-Pay,DD,24,56.213,6.211693426,0.109481453,320.049,598.262,4105.75,35,0
1004649,male,Mr.,Newport Pagnell,Buckinghamshire,England,Metal pourer,Nokia,Symbian OS ,Red Essentials Premium,Post-Pay,CC,18,74.398,9.395831207,0.123518315,453.608,879.44,7385.855,27,0
1004650,male,Mr.,Penzance,Cornwall,England,Milling and planing machine setter,Apple,iOS,Red,Post-Pay,DD,24,36.571,1.571776862,0.042848646,83.5787,121.916,818.6197,23,0
1004652,male,Mr.,Camborne,Cornwall,England,Allergist,Motorola,Android OS,Red,Post-Pay,DD,24,35.476,0.477284137,0.013247833,49.1975,129.683,501.2336,21,0
1004653,male,Mr.,Northstowe,Cambridgeshire,England,Theoretical chemist,ZTE,Android OS,Red Essentials,Post-Pay,CC,24,55.477,5.476953582,0.097749149,337.137,490.148,4096.823,36,0
1004654,male,Mr.,Pittenweem,Fife,Scotland,Payroll specialist,HTC,Android OS,Red Super,Post-Pay,DD,24,96.664,21.66499561,0.220832049,658.271,1025.37,8420.181,49,1
1004655,female,Mrs.,Dunstable,Bedfordshire,England,LAN manager,Samsung,Android OS,Red Essentials,Post-Pay,CC,24,56.768,6.768483107,0.118309967,440.561,479.205,4107.689,23,0
1004656,male,Mr.,Reading,Berkshire,England,Refractory materials repairer,HTC,Android OS,Red,Post-Pay,CC,24,35.234,0.234038563,0.006528197,60.4747,88.1189,420.1948,31,0
1004657,male,Mr.,Callington,Cornwall,England,Customer service representative,Nokia,Symbian OS ,Red Essentials Premium,Post-Pay,DD,18,75.423,10.42257479,0.13725518,497.691,863.756,6893.632,24,0
1004658,male,Mr.,Newbury,Berkshire,England,Physicist,Nokia,Microsoft,Red Super,Post-Pay,DD,24,86.014,11.01380639,0.125618998,632.908,1163.92,8398.144,23,0
1004659,male,Mr.,Beaconsfield,Buckinghamshire,England,Housing relocator,Nokia,Symbian OS ,Red Essentials Premium,Post-Pay,DD,18,72.984,7.984276001,0.108545378,477.361,872.851,6766.076,30,0
1004660,male,Mr.,Marazion,Cornwall,England,Immunohematology technologist,ZTE,Android OS,Red Essentials Premium,Post-Pay,DD,18,67.751,2.750891006,0.037755591,284.287,514.506,5406.124,36,0
1004661,male,Mr.,Harrington,Cumbria,England,Certified nurse-midwife,Nokia,Proprietary,Red Essentials Premium,Post-Pay,DD,18,75.701,10.70004966,0.139073332,485.283,885.887,6749.259,49,0
1004662,female,Ms.,Dufftown,Moray,Scotland,Private household cook,Apple,iOS,Red Premium,Post-Pay,DD,18,49.57,4.565766387,0.092107452,226.911,240.733,1485.901,58,1
1004663,male,Mr.,Eaglescliffe,County Durham,England,Sales manager,Motorola,Android OS,Red Essentials,Post-Pay,CC,24,57.304,7.304934458,0.126840361,332.727,588.878,4257.703,43,0
1004664,female,Mrs.,Marazion,Cornwall,England,U.S. Deputy Marshal,Samsung,Android OS,Red Essentials Premium,Post-Pay,DD,18,68.553,3.553417,0.048368652,422.688,529.029,4165.825,24,0
1004665,female,Ms.,Saltash,Cornwall,England,Metal-refining furnace operator,Samsung,Proprietary,Red Essentials Premium,Post-Pay,CC,18,87.102,22.10015729,0.247817364,677.055,761.85,6380.544,15,1
1004667,male,Mr.,Newton Aycliffe,County Durham,England,Medical interpreter,Samsung,Android OS,Red Premium,Post-Pay,CC,18,48.366,3.364786642,0.06929145,164.898,248.524,1574.386,30,0
1004668,male,Mr.,Padstow,Cornwall,England,Mediator,Apple,iOS,Red Essentials Premium,Post-Pay,DD,18,72.292,7.291123362,0.091512694,324.501,526.586,5885.744,29,0
1004671,male,Mr.,Holywood,County Down,England,Human resources assistant,Google,Android OS,Red Premium,Post-Pay,DD,18,47.153,2.151786841,0.045346599,157.66,238.928,1403.522,42,0
1004672,female,Ms.,Stotfold,Bedfordshire,Northern Ireland,Radiologic technologist,Motorola,Proprietary,Red Premium,Post-Pay,DD,18,45.193,0.192116768,0.004215843,162.317,239.913,857.7967,14,0
1004673,male,Mr.,Glenrothes,Fife,England,Real estate rental agent,Samsung,Android OS,Red Essentials Premium,Post-Pay,DD,18,81.181,16.18116824,0.197456376,474.816,734.686,7795.574,64,0
1004674,male,Mr.,March,Cambridgeshire,England,Immigration inspector,Nokia,Symbian OS ,Red Essentials Premium,Post-Pay,DD,18,76.091,11.09076727,0.143953876,479.478,902.694,6804.66,53,0
1004675,male,Mr.,Portadown,County Armagh,Northern Ireland,Aircraft pilot,LG,Proprietary,Red Essentials,Post-Pay,DD,24,55.37,5.370295961,0.095204468,321.219,501.803,4142.997,48,0
1004676,female,Mrs.,Newbury,Berkshire,England,Carpet installer,Nokia,Proprietary,Red,Post-Pay,CC,24,35.18,0.17996741,0.005089576,65.8184,80.2396,329.245,39,1
1004677,female,Ms.,Banbridge,County Down,Northern Ireland,Facility manager,Samsung,Android OS,Red Essentials Premium,Post-Pay,CC,18,76.163,11.16344007,0.144697243,662.842,719.443,6734.838,44,0
1004678,female,Mrs.,Padstow,Cornwall,England,Log marker,Nokia,Symbian OS ,Red Essentials Premium,Post-Pay,DD,18,70.938,5.937847939,0.082252884,659.259,850.273,5179.009,45,0
1004679,female,Ms.,Arlesey,Bedfordshire,England,Facilitator,HTC,Android OS,Red Premium,Post-Pay,DD,18,46.648,1.646392187,0.034638377,216.075,249.288,1092.004,17,0
1004680,female,Dr.,Beaconsfield,Buckinghamshire,England,Urology nurse,Google,Android OS,Red,Post-Pay,DD,24,35.122,0.12022903,0.003406782,75.4049,84.2246,428.1234,23,0
1004681,male,Mr.,Truro,Cornwall,England,EEO representative,LG,Proprietary,Red Premium,Post-Pay,DD,18,46.978,1.978239985,0.041951661,157.277,239.509,1386.672,30,0
1004682,male,Mr.,Fowey,Cornwall,England,Detective,Samsung,Proprietary,Red Premium,Post-Pay,DD,18,48.063,3.063885028,0.063571258,156.798,235.311,1598.311,54,0
1004683,female,Mrs.,Aylesbury,Buckinghamshire,England,Computer aide,Nokia,Proprietary,Red Super,Post-Pay,DD,24,82.778,7.776700774,0.091299666,914.877,1162.7,6486.598,24,0
1004684,male,Mr.,Newbury,Berkshire,England,Executive administrative assistant,LG,Proprietary,Red,Post-Pay,DD,24,35.383,0.383720561,0.010674548,63.8643,93.5078,541.9534,32,0
1004686,female,Mrs.,Chatteris,Cambridgeshire,England,Environmental chemist,Samsung,Android OS,Red Essentials,Post-Pay,DD,24,57.077,7.077064496,0.121595752,451.419,475.898,4204.062,54,0
1004687,female,Mrs.,Newton Aycliffe,County Durham,England,Organizational development manager,Motorola,Android OS,Red,Post-Pay,DD,24,35.662,0.660996312,0.018414846,107.912,150.238,532.0229,37,0
1004688,female,Mrs.,Macclesfield,Cheshire,England,Chemical technician,Motorola,Android OS,Red Essentials Premium,Post-Pay,DD,18,66.803,1.803397906,0.02593219,503.045,625.721,4027.76,44,0
1004689,male,Mr.,Truro,Cornwall,England,Custodian,Motorola,Android OS,Red Super,Post-Pay,DD,24,87.525,12.52476979,0.142277117,637.41,1117.38,8241.501,45,0
1004690,female,Ms.,Northstowe,Cambridgeshire,England,Control room trainee,Nokia,Proprietary,Red Super,Post-Pay,DD,24,90.817,15.8156976,0.169175462,912.429,1201.93,6674.937,44,1
1004691,male,Mr.,Wixams,Bedfordshire,England,Instructional specialist,HTC,Android OS,Red Essentials Premium,Post-Pay,DD,18,75.512,10.51194774,0.137083364,487.811,727.792,7244.895,42,0
1004692,female,Mrs.,Padstow,Cornwall,England,Human service worker,Samsung,Android OS,Red Essentials,Post-Pay,DD,24,52.163,2.163002339,0.038356009,358.448,349.259,2630.4,38,0
1004693,male,Mr.,Egremont,Cumbria,England,Mail processor,Nokia,Proprietary,Red Essentials,Post-Pay,DD,24,56.38,6.379173747,0.111634373,328.339,577.991,4165.347,25,0
1004695,male,Mr.,Newlyn,Cornwall,England,Numerical tool and process control programmer,Samsung,Android OS,Red Essentials,Post-Pay,CC,24,60.251,10.25092374,0.168730653,328.634,477.105,5077.688,32,0
1004696,male,Mr.,High Wycombe,Buckinghamshire,England,Optometrist,Apple,iOS,Red,Post-Pay,DD,24,35.854,0.853581613,0.023493873,55.7914,86.2024,629.5465,37,0
1004698,female,Mrs.,Saltash,Cornwall,England,Enrollment specialist,Nokia,MeeGo OS,Red Essentials,Post-Pay,DD,24,54.044,4.044072181,0.073449165,437.428,568.132,3480.297,26,0
1004699,female,Ms.,March,Cambridgeshire,England,Instructional aide,HTC,Android OS,Red Essentials,Post-Pay,CC,24,54.106,4.105207865,0.074476689,440.727,488.958,3304.653,42,0
1004700,male,Mr.,Ferryhill,County Durham,England,Physician assistant,LG,Proprietary,Red Essentials,Post-Pay,CC,24,52.518,2.519422917,0.044949595,228.087,343.994,2675.449,17,0
1004701,female,Mrs.,Newbury,Berkshire,England,Production planning and expediting clerk,Samsung,Android OS,Red Essentials Premium,Post-Pay,DD,18,75.289,10.28923557,0.134046868,684.311,731.233,6766.051,21,0
1004702,male,Mr.,Beaconsfield,Buckinghamshire,England,Relay technician,HTC,Android OS,Red Essentials,Post-Pay,DD,24,55.454,5.453104287,0.09680961,336.923,486.675,4330.144,46,0
1004704,male,Mr.,Beaconsfield,Buckinghamshire,England,Pulmonary function technologist,Apple,iOS,Red Super,Post-Pay,DD,24,82.273,7.272504834,0.078124351,489.679,676.257,5648.98,56,0
1004705,female,Ms.,Greater Willington,County Durham,England,State police officer,HTC,Android OS,Red Essentials Premium,Post-Pay,DD,18,70.599,5.599160745,0.077316985,663.898,741.807,5252.527,21,0
1004706,female,Ms.,Cambridge,Cambridgeshire,England,Commercial pilot,Apple,iOS,Red Essentials Premium,Post-Pay,CC,18,74.641,9.641236101,0.12632306,664.113,735.695,6707.581,56,0
1004707,male,Mr.,Larne,County Antrim,Northern Ireland,Agronomist,Samsung,Proprietary,Red,Post-Pay,DD,24,36.426,1.426148831,0.03902178,80.3901,122.789,784.4052,14,0
1004709,male,Mr.,Macduff,Aberdeenshire,Scotland,Dental laboratory technician,Nokia,Proprietary,Red,Post-Pay,CC,24,36.44,1.438215555,0.039468045,79.8843,145.184,614.9331,27,1
1004710,male,Mr.,Winslow,Buckinghamshire,England,Crushing grinding and polishing machine setter,HTC,Android OS,Red Premium,Post-Pay,DD,18,47.119,2.118721754,0.044649455,159.62,244.684,1469.562,61,0
1004711,female,Ms.,Coalisland,County Tyrone,Northern Ireland,Tailor,Apple,iOS,Red,Post-Pay,CC,24,37.652,2.650468406,0.069928838,119.649,119.82,625.8586,69,1
1004712,male,Mr.,Northstowe,Cambridgeshire,England,Casino cashier,Samsung,Android OS,Red Essentials Premium,Post-Pay,DD,18,69.8,4.800140972,0.060470018,324.167,551.458,6162.135,66,0
1004713,male,Mr.,Dunstable,Bedfordshire,England,Emergency management specialist,Nokia,Symbian OS ,Red Essentials Premium,Post-Pay,DD,18,73.969,8.96927942,0.119226496,479.614,855.091,6600.388,38,0
1004716,male,Mr.,Wixams,Bedfordshire,England,Professional property manager,Samsung,Android OS,Red,Post-Pay,DD,24,36.046,1.044813526,0.028596847,59.6684,89.5712,675.4177,36,0
1004717,male,Mr.,Menstrie,Clackmannanshire,Scotland,Office support team leader,Nokia,Microsoft,Red Essentials,Post-Pay,DD,24,56.67,6.668717889,0.116946145,317.712,571.006,4141.297,56,0
1004719,female,Mrs.,Portree,Highlands,Scotland,Cleaner,Nokia,Symbian OS ,Red,Post-Pay,DD,24,35.789,0.789368339,0.021948835,112.081,143.697,545.1395,44,0
1004720,male,Mr.,Airth,Falkirk,Scotland,Biomedical engineer,Samsung,Proprietary,Red Premium,Post-Pay,DD,18,46.348,1.347477287,0.027882186,104.013,194.172,1248.547,45,0
1004721,male,Mr.,Airth,Falkirk,Scotland,Automotive glass repairer,Nokia,Proprietary,Red,Post-Pay,DD,24,35.958,0.959157412,0.026576552,80.4158,152.194,718.6206,36,0
1004722,female,Ms.,Bowness on Windermere,Cumbria,England,Museum technician,Nokia,Proprietary,Red Essentials Premium,Post-Pay,DD,18,80.34,15.3386135,0.190198677,708.122,863.057,5877.436,24,1
1004723,female,Ms.,Beaconsfield,Buckinghamshire,England,Advisor investigator,Motorola,Android OS,Red Premium,Post-Pay,CC,18,49.018,4.017556661,0.081333161,222.272,293.143,1097.334,39,1
1004724,male,Mr.,Tayport,Fife,Scotland,Repairer,Nokia,MeeGo OS,Red Essentials Premium,Post-Pay,DD,18,68.028,3.027793779,0.040807967,382.262,614.342,4888.347,16,0
1004725,female,Ms.,Aylesbury,Buckinghamshire,England,Conductor,Nokia,Proprietary,Red Essentials,Post-Pay,CC,24,52.817,2.816464403,0.052874272,432.496,577.579,3307.632,53,0
1004726,female,Ms.,Sanquhar,Dumfries and Galloway,Scotland,Landlord,Nokia,Symbian OS ,Red Essentials,Post-Pay,DD,24,52.784,2.784797343,0.051908908,429.035,577.319,3107.783,43,0
1004727,female,Mrs.,Enniskillen,County Fermanagh,Northern Ireland,Safety specialist,Apple,iOS,Red Essentials Premium,Post-Pay,DD,18,74.392,9.38999456,0.125142282,646.305,752.995,6714.51,30,0
1004728,male,Mr.,Macduff,Aberdeenshire,Scotland,Fish hatchery manager,Apple,iOS,Red Essentials Premium,Post-Pay,DD,18,67.887,2.886533692,0.038067564,352.065,583.336,6348.327,30,0
1004729,male,Mr.,Falkland,Fife,Scotland,Coil taper,Nokia,Microsoft,Red Essentials,Post-Pay,DD,24,56.061,6.060982957,0.107356367,317.696,573.395,4283.189,48,0
1004730,female,Ms.,Marazion,Cornwall,England,Payroll clerk,Nokia,Symbian OS ,Red Essentials Premium,Post-Pay,DD,18,70.537,5.536487184,0.076977454,634.029,861.427,5216.805,18,0
1004732,female,Mrs.,Glenrothes,Fife,Scotland,Lather,Apple,iOS,Red,Post-Pay,DD,24,35.449,0.449828688,0.012511196,75.7728,85.2397,482.1985,56,0
1004733,male,Mr.,North Berwick,Lothian,Northern Ireland,Milling and planing machine setter,Motorola,Proprietary,Red Premium,Post-Pay,DD,18,49.573,4.572296521,0.091523141,168.04,295.196,1379.464,40,1
1004734,male,Mr.,Holywood,County Down,England,Farm equipment mechanic,HTC,Android OS,Red Essentials,Post-Pay,DD,24,56.583,6.581465332,0.115529362,320.537,481.451,4252.133,39,0
1004735,female,Mrs.,Stotfold,Bedfordshire,Northern Ireland,Automotive body and related repairer,Samsung,Android OS,Red Essentials Premium,Post-Pay,DD,18,73.807,8.807091485,0.114931562,635.758,724.131,6117.587,18,0
1004736,female,Mrs.,Glenrothes,Fife,England,Ironworker,Motorola,Android OS,Red Premium,Post-Pay,CC,18,45.91,0.910600175,0.019085465,153.301,238.4,681.4836,33,1
1004737,male,Mr.,March,Cambridgeshire,England,Carpet floor and tile finisher,Nokia,Symbian OS ,Red Premium,Post-Pay,CC,18,47.121,2.121125274,0.044812029,163.731,297.707,1399.259,43,0
1004738,male,Mr.,Portadown,County Armagh,Northern Ireland,Pumping station operator,Nokia,Symbian OS ,Red,Post-Pay,DD,24,36.014,1.011683016,0.028003236,78.6187,141.785,689.6966,41,0
